"station","model","metric","lower","upper"
"Fortress - Powerline Forest","CP25",0.930596723837041,0.898491264125714,0.952311715965539
"Fortress - Powerline Forest","E10",0.896730773030203,0.839545274811838,0.935759782539595
"Marmot - Upper Forest","CP25",0.786298443629119,0.714021869714408,0.847985752281103
"Marmot - Upper Forest","E10",0.617920013467665,0.485504441385863,0.735444002352117
"Russell - Old Growth","CP25",-0.97571610608309,-1.44497392085329,-0.48012398181852
"Russell - Old Growth","E10",-3.7606159984788,-5.07840863168989,-2.91575603368418
"Wolf Creek - Forest","CP25",0.731504469968779,0.631308570448339,0.824785343902538
"Wolf Creek - Forest","E10",0.678986917520241,0.431082810396847,0.839475350633141
